user_id,beer_id,user_rating
227834,23425,3.1
227834,29350,3.1
227834,30145,3.0
227834,25121,3.0
227834,23510,3.0
227834,24385,3.0
227834,32617,3.0
227834,29483,3.0
227834,25983,2.9
227834,31783,2.9
227834,11558,2.9
227834,17807,2.9
227834,10420,2.9
227834,17603,2.9
227834,22696,2.9
227834,20985,2.8
227834,12362,2.8
227834,7955,2.8
227834,11492,2.8
227834,25864,2.8
227834,5088,2.7
227834,14851,2.7
227834,12476,2.6
227834,5732,2.6
227834,21585,2.0
227834,28237,2.0
227834,2217,1.7
227834,23502,1.7
227834,26905,1.6
227834,18638,1.6
227834,20491,1.5
227834,21287,1.4
227834,12083,1.4
227834,18982,1.3
227834,22432,1.3
227834,3991,1.1
227834,13190,0.9
38926,18182,4.6
38926,33235,4.5
38926,10392,4.4
38926,34738,4.4
38926,3608,4.4
38926,28221,4.4
38926,17540,4.3
38926,23193,4.3
38926,9141,4.3
38926,5240,4.3
38926,14183,4.3
38926,26549,4.3
38926,8216,4.2
38926,13133,4.2
38926,11874,4.2
38926,7260,4.1
38926,32779,4.1
38926,2818,4.1
38926,25089,4.1
38926,33214,4.1
38926,19705,4.1
38926,32617,4.1
38926,26245,4.1
38926,23435,4.1
38926,27066,4.1
38926,4345,4.1
38926,6183,4.0
38926,30884,4.0
38926,33966,4.0
38926,32182,4.0
38926,34370,4.0
38926,31754,4.0
38926,8782,4.0
38926,5698,4.0
38926,12025,4.0
38926,20333,4.0
38926,29679,4.0
38926,9773,4.0
38926,11670,4.0
38926,31693,4.0
38926,25795,4.0
38926,24757,4.0
38926,4377,4.0
38926,603,3.9
38926,10016,3.9
38926,18134,3.9
38926,34387,3.9
38926,26121,3.9
38926,22596,3.9
38926,16860,3.9
38926,11867,3.9
38926,31107,3.9
38926,27005,3.9
38926,10276,3.9
38926,8772,3.9
38926,30882,3.9
38926,8282,3.9
38926,10835,3.9
38926,20022,3.9
38926,32649,3.9
38926,13938,3.9
38926,5740,3.9
38926,30677,3.9
38926,22032,3.9
38926,1321,3.9
38926,23003,3.9
38926,7554,3.9
38926,32105,3.9
38926,1126,3.9
38926,8525,3.9
38926,31232,3.9
38926,33142,3.8
38926,5830,3.8
38926,17267,3.8
38926,19565,3.8
38926,28394,3.8
38926,4944,3.8
38926,8113,3.8
38926,31837,3.8
38926,5392,3.8
38926,27033,3.8
38926,26170,3.8
38926,3601,3.8
38926,27855,3.8
38926,251,3.8
38926,24940,3.8
38926,14944,3.8
38926,8468,3.8
38926,26224,3.8
38926,14365,3.8
38926,26511,3.8
38926,14818,3.8
38926,17295,3.8
38926,33261,3.8
38926,7764,3.8
38926,24083,3.8
38926,11457,3.8
38926,30793,3.8
38926,23738,3.8
38926,22074,3.8
38926,362,3.8
38926,5576,3.8
38926,11886,3.8
38926,34677,3.8
38926,7972,3.8
38926,15386,3.8
38926,6144,3.8
38926,27349,3.8
38926,19744,3.8
38926,34795,3.8
38926,33434,3.8
38926,33518,3.8
38926,33309,3.8
38926,15338,3.8
38926,16229,3.8
38926,3517,3.8
38926,752,3.8
38926,28669,3.7
38926,11391,3.7
38926,30350,3.7
38926,2188,3.7
38926,29980,3.7
38926,24082,3.7
38926,25083,3.7
38926,10732,3.7
38926,9185,3.7
38926,32119,3.7
38926,34027,3.7
38926,27392,3.7
38926,15453,3.7
38926,15227,3.7
38926,4357,3.7
38926,8549,3.7
38926,31005,3.7
38926,2946,3.7
38926,1387,3.7
38926,4296,3.7
38926,26122,3.7
38926,24997,3.7
38926,1826,3.7
38926,27225,3.7
38926,28680,3.7
38926,29134,3.7
38926,28671,3.7
38926,8745,3.7
38926,5411,3.7
38926,3218,3.7
38926,24038,3.7
38926,12533,3.7
38926,20509,3.7
38926,2321,3.7
38926,20513,3.7
38926,24764,3.7
38926,3651,3.7
38926,9272,3.7
38926,29615,3.7
38926,28082,3.7
38926,2408,3.7
38926,33913,3.7
38926,10362,3.7
38926,27635,3.7
38926,10549,3.7
38926,34017,3.7
38926,23469,3.6
38926,5911,3.6
38926,21059,3.6
38926,6529,3.6
38926,21047,3.6
38926,33701,3.6
38926,8150,3.6
38926,29401,3.6
38926,4138,3.6
38926,16263,3.6
38926,11922,3.6
38926,8849,3.6
38926,29573,3.6
38926,26372,3.6
38926,12045,3.6
38926,21335,3.6
38926,1273,3.6
38926,32674,3.6
38926,16668,3.6
38926,13613,3.6
38926,25167,3.6
38926,8866,3.6
38926,30579,3.6
38926,19349,3.6
38926,31418,3.6
38926,2807,3.6
38926,8231,3.6
38926,9201,3.6
38926,902,3.6
38926,21590,3.6
38926,9724,3.6
38926,1849,3.6
38926,19104,3.6
38926,12223,3.6
38926,21125,3.6
38926,22625,3.6
38926,1193,3.6
38926,702,3.6
38926,5491,3.6
38926,16072,3.6
38926,24459,3.6
38926,25989,3.6
38926,386,3.6
38926,23195,3.6
38926,12833,3.6
38926,4159,3.6
38926,32207,3.6
38926,15578,3.6
38926,34156,3.6
38926,3744,3.6
38926,9297,3.6
38926,3044,3.6
38926,21853,3.6
38926,15949,3.6
38926,32365,3.6
38926,4258,3.6
38926,28284,3.6
38926,221,3.6
38926,14538,3.6
38926,29504,3.6
38926,30634,3.6
38926,7713,3.6
38926,22162,3.6
38926,6300,3.6
38926,32383,3.6
38926,21821,3.6
38926,22779,3.6
38926,16931,3.6
38926,29671,3.6
38926,28329,3.6
38926,10760,3.6
38926,9446,3.6
38926,11158,3.6
38926,14685,3.6
38926,8408,3.5
38926,28768,3.5
38926,34223,3.5
38926,6572,3.5
38926,26554,3.5
38926,25121,3.5
38926,4269,3.5
38926,32972,3.5
38926,13489,3.5
38926,4755,3.5
38926,13429,3.5
38926,10755,3.5
38926,28186,3.5
38926,9268,3.5
38926,23731,3.5
38926,18758,3.5
38926,14999,3.5
38926,6816,3.5
38926,4901,3.5
38926,13319,3.5
38926,13331,3.5
38926,1604,3.5
38926,7303,3.5
38926,9870,3.5
38926,8030,3.5
38926,23505,3.5
38926,3426,3.5
38926,7694,3.5
38926,8503,3.5
38926,18762,3.5
38926,16010,3.5
38926,5934,3.5
38926,31194,3.5
38926,23480,3.5
38926,2342,3.5
38926,34564,3.5
38926,29006,3.5
38926,18333,3.5
38926,31090,3.5
38926,24482,3.5
38926,9347,3.5
38926,20624,3.5
38926,22436,3.5
38926,9102,3.5
38926,18775,3.5
38926,20023,3.5
38926,12776,3.5
38926,29525,3.5
38926,29229,3.5
38926,22232,3.5
38926,5791,3.5
38926,6419,3.5
38926,783,3.5
38926,20821,3.5
38926,4033,3.5
38926,4300,3.5
38926,12873,3.5
38926,18693,3.5
38926,2663,3.5
38926,744,3.5
38926,31295,3.5
38926,6492,3.5
38926,27292,3.4
38926,29253,3.4
38926,18269,3.4
38926,9920,3.4
38926,16328,3.4
38926,27278,3.4
38926,23716,3.4
38926,15210,3.4
38926,27203,3.4
38926,30718,3.4
38926,24990,3.4
38926,2694,3.4
38926,28015,3.4
38926,29455,3.4
38926,6033,3.4
38926,23908,3.4
38926,20660,3.4
38926,7065,3.4
38926,3119,3.4
38926,1147,3.4
38926,13517,3.4
38926,1310,3.4
38926,7088,3.4
38926,24181,3.4
38926,27737,3.4
38926,19406,3.4
38926,16120,3.4
38926,17885,3.4
38926,31722,3.4
38926,19153,3.4
38926,26857,3.4
38926,20586,3.4
38926,6961,3.4
38926,1289,3.4
38926,16580,3.4
38926,16310,3.4
38926,27576,3.4
38926,2404,3.4
38926,13092,3.4
38926,10321,3.4
38926,14851,3.4
38926,9055,3.4
38926,24571,3.4
38926,6591,3.3
38926,23895,3.3
38926,18041,3.3
38926,17096,3.3
38926,9665,3.3
38926,20562,3.3
38926,28734,3.3
38926,9046,3.3
38926,24409,3.3
38926,14140,3.3
38926,14829,3.3
38926,6916,3.3
38926,33691,3.3
38926,14674,3.3
38926,23965,3.3
38926,16016,3.3
38926,24368,3.3
38926,18252,3.3
38926,10504,3.3
38926,23416,3.3
38926,28081,3.3
38926,8001,3.3
38926,1059,3.3
38926,15113,3.3
38926,29866,3.3
38926,16566,3.3
38926,27726,3.3
38926,30178,3.3
38926,8837,3.3
38926,25182,3.2
38926,5881,3.2
38926,9951,3.2
38926,20846,3.2
38926,27935,3.2
38926,34575,3.2
38926,4728,3.2
38926,28457,3.2
38926,27446,3.2
38926,30203,3.2
38926,18938,3.2
38926,34240,3.2
38926,8618,3.2
38926,32388,3.2
38926,23002,3.2
38926,4619,3.2
38926,22822,3.2
38926,11581,3.2
38926,8800,3.2
38926,12661,3.1
38926,20362,3.1
38926,10076,3.1
38926,9363,3.1
38926,15169,3.1
38926,14377,3.1
38926,1470,3.1
38926,19902,3.1
38926,30998,3.1
38926,13981,3.1
38926,1285,3.1
38926,315,3.1
38926,24886,3.1
38926,14950,3.1
38926,16515,3.1
38926,30170,3.1
38926,26061,3.1
38926,5919,3.1
38926,34827,3.1
38926,14737,3.1
38926,29350,3.1
38926,31998,3.0
38926,25757,3.0
38926,25141,3.0
38926,14376,3.0
38926,13869,3.0
38926,2903,3.0
38926,13356,3.0
38926,33853,3.0
38926,10266,3.0
38926,24385,3.0
38926,27319,3.0
38926,3708,3.0
38926,2844,3.0
38926,11847,3.0
38926,18753,3.0
38926,8637,3.0
38926,900,2.9
38926,11872,2.9
38926,4753,2.9
38926,30892,2.9
38926,7890,2.9
38926,6295,2.9
38926,23510,2.9
38926,19636,2.9
38926,26149,2.9
38926,29483,2.9
38926,31273,2.9
38926,8884,2.8
38926,4122,2.8
38926,23688,2.8
38926,29458,2.8
38926,6939,2.8
38926,22049,2.8
38926,31993,2.7
38926,29600,2.7
38926,13715,2.7
38926,4255,2.7
38926,6256,2.7
38926,17191,2.7
38926,30145,2.7
38926,7,2.7
38926,30590,2.7
38926,16605,2.7
38926,15177,2.7
38926,31565,2.7
38926,25864,2.7
38926,28286,2.6
38926,763,2.6
38926,17067,2.6
38926,21430,2.6
38926,797,2.6
38926,17793,2.6
38926,28307,2.6
38926,31489,2.6
38926,17708,2.6
38926,18537,2.6
38926,20809,2.5
38926,28237,2.5
38926,21585,2.5
38926,6035,2.5
38926,3041,2.5
38926,3443,2.5
38926,20443,2.5
38926,33024,2.5
38926,9467,2.5
38926,21408,2.4
38926,23191,2.4
38926,11658,2.4
38926,31249,2.4
38926,24100,2.4
38926,20051,2.3
38926,1589,2.3
38926,34272,2.2
38926,34751,2.2
38926,475,2.2
38926,21287,2.1
38926,12083,2.1
38926,9085,2.1
38926,23502,2.0
38926,19660,2.0
38926,6930,2.0
38926,22432,2.0
38926,10917,2.0
38926,2424,1.9
38926,13190,1.9
38926,20491,1.8
38926,18982,1.8
38926,9564,1.8
38926,18638,1.7
38926,27409,1.6
38926,2217,1.6
38926,18304,1.5
38926,13971,1.3
38926,4165,1.3
38926,3991,1.3
30149,27005,4.4
30149,33966,4.3
30149,8782,4.3
30149,34738,4.2
30149,17540,4.1
30149,2818,4.1
30149,18134,4.1
30149,3608,4.1
30149,4937,4.1
30149,18182,4.0
30149,30884,4.0
30149,4659,4.0
30149,4944,4.0
30149,17492,4.0
30149,1273,4.0
30149,31107,4.0
30149,31837,4.0
30149,5392,4.0
30149,5698,4.0
30149,23193,4.0
30149,1248,4.0
30149,23469,3.9
30149,20022,3.9
30149,28669,3.9
30149,32779,3.9
30149,13489,3.9
30149,12612,3.9
30149,19626,3.9
30149,13714,3.9
30149,11353,3.9
30149,10732,3.9
30149,3632,3.9
30149,8866,3.9
30149,8549,3.9
30149,14944,3.9
30149,6529,3.8
30149,34387,3.8
30149,21854,3.8
30149,26121,3.8
30149,5881,3.8
30149,28394,3.8
30149,25936,3.8
30149,24693,3.8
30149,18926,3.8
30149,27855,3.8
30149,17921,3.8
30149,3911,3.8
30149,16263,3.8
30149,20516,3.8
30149,32207,3.8
30149,7260,3.7
30149,1470,3.7
30149,11275,3.7
30149,24990,3.7
30149,21983,3.7
30149,30264,3.7
30149,15516,3.7
30149,23531,3.7
30149,20246,3.7
30149,6705,3.7
30149,3119,3.7
30149,27392,3.7
30149,34027,3.7
30149,13517,3.7
30149,6694,3.7
30149,3708,3.7
30149,5553,3.7
30149,33251,3.7
30149,11480,3.7
30149,20624,3.7
30149,9492,3.6
30149,16328,3.6
30149,19565,3.6
30149,26554,3.6
30149,1604,3.6
30149,11391,3.6
30149,8150,3.6
30149,3933,3.6
30149,30728,3.6
30149,8216,3.6
30149,26511,3.6
30149,16715,3.6
30149,9285,3.6
30149,32369,3.6
30149,27156,3.6
30149,12024,3.6
30149,13799,3.6
30149,30107,3.6
30149,15919,3.6
30149,32674,3.6
30149,23935,3.6
30149,15210,3.6
30149,12160,3.6
30149,25611,3.6
30149,15696,3.6
30149,29513,3.6
30149,12460,3.6
30149,18775,3.6
30149,5830,3.5
30149,10016,3.5
30149,19862,3.5
30149,27203,3.5
30149,28378,3.5
30149,21855,3.5
30149,19902,3.5
30149,13613,3.5
30149,1849,3.5
30149,25713,3.5
30149,876,3.5
30149,25796,3.5
30149,11458,3.5
30149,24246,3.5
30149,9268,3.5
30149,21335,3.5
30149,14999,3.5
30149,33161,3.5
30149,32994,3.5
30149,6182,3.5
30149,25167,3.5
30149,19349,3.5
30149,31754,3.5
30149,32811,3.5
30149,1808,3.5
30149,30170,3.5
30149,17559,3.5
30149,23505,3.5
30149,15227,3.5
30149,22657,3.5
30149,23614,3.5
30149,22260,3.5
30149,15490,3.5
30149,11273,3.5
30149,15747,3.5
30149,1193,3.5
30149,23416,3.5
30149,13329,3.5
30149,12147,3.5
30149,17840,3.5
30149,4423,3.5
30149,33524,3.5
30149,1289,3.5
30149,24326,3.5
30149,24228,3.5
30149,29229,3.5
30149,33214,3.4
30149,33142,3.4
30149,17267,3.4
30149,3957,3.4
30149,18448,3.4
30149,22411,3.4
30149,27278,3.4
30149,33944,3.4
30149,14377,3.4
30149,25121,3.4
30149,29401,3.4
30149,13429,3.4
30149,30718,3.4
30149,4269,3.4
30149,30913,3.4
30149,20755,3.4
30149,14852,3.4
30149,17542,3.4
30149,27493,3.4
30149,33186,3.4
30149,15335,3.4
30149,20846,3.4
30149,32119,3.4
30149,8113,3.4
30149,9046,3.4
30149,15334,3.4
30149,5415,3.4
30149,8346,3.4
30149,20502,3.4
30149,26825,3.4
30149,30307,3.4
30149,30560,3.4
30149,27374,3.4
30149,2903,3.4
30149,30892,3.4
30149,7065,3.4
30149,9600,3.4
30149,1310,3.4
30149,1147,3.4
30149,30579,3.4
30149,34370,3.4
30149,10339,3.4
30149,3601,3.4
30149,8503,3.4
30149,27737,3.4
30149,18938,3.4
30149,5934,3.4
30149,16016,3.4
30149,7240,3.4
30149,33261,3.4
30149,2342,3.4
30149,34564,3.4
30149,19705,3.4
30149,17465,3.4
30149,5991,3.4
30149,15579,3.4
30149,15102,3.4
30149,10108,3.4
30149,28774,3.4
30149,15403,3.4
30149,16196,3.4
30149,6329,3.4
30149,7412,3.4
30149,23498,3.4
30149,21411,3.4
30149,5281,3.4
30149,21212,3.4
30149,3360,3.4
30149,668,3.4
30149,26349,3.4
30149,21462,3.4
30149,1472,3.4
30149,4867,3.4
30149,3226,3.4
30149,7046,3.4
30149,6933,3.4
30149,26063,3.4
30149,32250,3.4
30149,33770,3.4
30149,10611,3.4
30149,14294,3.4
30149,362,3.4
30149,20821,3.4
30149,5791,3.4
30149,16580,3.4
30149,24459,3.4
30149,6419,3.4
30149,22537,3.3
30149,21059,3.3
30149,27292,3.3
30149,10392,3.3
30149,20140,3.3
30149,5204,3.3
30149,23716,3.3
30149,9201,3.3
30149,6035,3.3
30149,2859,3.3
30149,10266,3.3
30149,28015,3.3
30149,10169,3.3
30149,1285,3.3
30149,7676,3.3
30149,21513,3.3
30149,20620,3.3
30149,25892,3.3
30149,12639,3.3
30149,15024,3.3
30149,754,3.3
30149,19440,3.3
30149,23965,3.3
30149,11824,3.3
30149,28457,3.3
30149,13331,3.3
30149,24385,3.3
30149,27446,3.3
30149,14950,3.3
30149,22924,3.3
30149,24940,3.3
30149,4901,3.3
30149,26224,3.3
30149,16180,3.3
30149,30203,3.3
30149,3706,3.3
30149,23201,3.3
30149,31418,3.3
30149,34131,3.3
30149,31757,3.3
30149,18521,3.3
30149,20586,3.3
30149,31090,3.3
30149,2844,3.3
30149,11640,3.3
30149,10951,3.3
30149,20571,3.3
30149,11998,3.3
30149,6183,3.2
30149,33464,3.2
30149,9363,3.2
30149,18269,3.2
30149,34223,3.2
30149,14117,3.2
30149,18834,3.2
30149,15026,3.2
30149,29357,3.2
30149,17096,3.2
30149,5198,3.2
30149,9694,3.2
30149,11867,3.2
30149,16979,3.2
30149,10497,3.2
30149,7636,3.2
30149,31237,3.2
30149,2078,3.2
30149,17901,3.2
30149,23036,3.2
30149,4138,3.2
30149,21794,3.2
30149,16995,3.2
30149,12257,3.2
30149,14376,3.2
30149,23731,3.2
30149,20443,3.2
30149,4753,3.2
30149,6916,3.2
30149,30145,3.2
30149,31005,3.2
30149,6350,3.2
30149,23552,3.2
30149,16227,3.2
30149,3678,3.2
30149,10094,3.2
30149,14767,3.2
30149,8744,3.2
30149,5464,3.2
30149,30727,3.2
30149,25515,3.2
30149,32147,3.2
30149,18333,3.2
30149,29006,3.2
30149,30045,3.2
30149,32972,3.1
30149,10076,3.1
30149,12661,3.1
30149,5911,3.1
30149,21047,3.1
30149,6572,3.1
30149,31908,3.1
30149,27691,3.1
30149,27577,3.1
30149,7097,3.1
30149,8849,3.1
30149,11287,3.1
30149,19926,3.1
30149,33362,3.1
30149,1956,3.1
30149,14620,3.1
30149,24776,3.1
30149,4641,3.1
30149,28072,3.1
30149,10716,3.1
30149,15339,3.1
30149,5157,3.1
30149,4599,3.1
30149,27661,3.1
30149,12507,3.1
30149,24665,3.1
30149,28775,3.1
30149,14023,3.1
30149,24409,3.1
30149,16860,3.1
30149,6256,3.1
30149,16668,3.1
30149,1589,3.1
30149,7277,3.1
30149,24368,3.1
30149,33821,3.1
30149,25300,3.1
30149,5838,3.1
30149,3344,3.1
30149,7812,3.1
30149,12290,3.1
30149,26600,3.1
30149,11063,3.1
30149,14503,3.1
30149,19153,3.1
30149,26857,3.1
30149,24482,3.1
30149,7954,3.1
30149,18514,3.0
30149,31998,3.0
30149,15169,3.0
30149,6033,3.0
30149,21430,3.0
30149,23688,3.0
30149,23191,3.0
30149,1027,3.0
30149,11658,3.0
30149,2694,3.0
30149,29980,3.0
30149,30324,3.0
30149,32350,3.0
30149,13177,3.0
30149,25658,3.0
30149,16846,3.0
30149,34602,3.0
30149,6067,3.0
30149,16296,3.0
30149,7600,3.0
30149,6630,3.0
30149,19516,3.0
30149,2160,3.0
30149,12159,3.0
30149,1293,3.0
30149,26466,3.0
30149,2425,3.0
30149,13356,3.0
30149,6939,3.0
30149,16515,3.0
30149,19315,3.0
30149,34751,3.0
30149,28307,3.0
30149,9235,3.0
30149,34478,3.0
30149,603,2.9
30149,3041,2.9
30149,31249,2.9
30149,6930,2.9
30149,28495,2.9
30149,12649,2.9
30149,17188,2.9
30149,26017,2.9
30149,13346,2.9
30149,14140,2.9
30149,22049,2.9
30149,25141,2.8
30149,17067,2.8
30149,23895,2.8
30149,20566,2.8
30149,315,2.8
30149,17793,2.8
30149,26206,2.8
30149,9469,2.8
30149,2424,2.7
30149,763,2.7
30149,20562,2.7
30149,14191,2.7
30149,32372,2.7
30149,15049,2.7
30149,23198,2.7
30149,7890,2.7
30149,14263,2.7
30149,18041,2.7
30149,14812,2.7
30149,20362,2.6
30149,9328,2.6
30149,1259,2.6
30149,24613,2.6
30149,20186,2.6
30149,22204,2.6
30149,11716,2.6
30149,15461,2.6
30149,24100,2.6
30149,8931,2.6
30149,28237,2.5
30149,33024,2.5
30149,10183,2.5
30149,10777,2.5
30149,20051,2.4
30149,3443,2.4
30149,20491,2.3
30149,33620,2.3
30149,475,2.3
30149,18638,2.2
30149,21585,2.2
30149,27409,2.1
30149,16616,2.0
30149,26015,2.0
30149,19660,2.0
30149,9564,2.0
30149,22432,2.0
30149,21287,1.9
30149,13190,1.9
30149,18982,1.6
30149,26905,1.6
30149,4955,1.6
83882,31473,4.6
83882,31555,4.5
83882,27347,4.5
83882,20786,4.5
83882,12833,4.5
83882,34738,4.4
83882,5655,4.4
83882,13962,4.4
83882,4817,4.4
83882,32779,4.3
83882,7260,4.3
83882,10016,4.3
83882,3918,4.3
83882,33701,4.3
83882,19902,4.3
83882,2839,4.3
83882,15763,4.3
83882,33214,4.3
83882,6770,4.3
83882,18134,4.2
83882,17267,4.2
83882,9201,4.2
83882,12661,4.2
83882,26511,4.2
83882,22772,4.2
83882,3708,4.2
83882,28877,4.2
83882,23091,4.2
83882,7088,4.2
83882,23416,4.2
83882,24749,4.2
83882,25787,4.2
83882,901,4.2
83882,34315,4.2
83882,24922,4.2
83882,20022,4.2
83882,22485,4.2
83882,22699,4.2
83882,20424,4.2
83882,34364,4.2
83882,6937,4.2
83882,6662,4.2
83882,5733,4.2
83882,5411,4.1
83882,19623,4.1
83882,22260,4.1
83882,3426,4.1
83882,1604,4.1
83882,3594,4.1
83882,8956,4.1
83882,26335,4.1
83882,10732,4.1
83882,10651,4.1
83882,23614,4.1
83882,13613,4.1
83882,17108,4.1
83882,19509,4.1
83882,1440,4.1
83882,20246,4.1
83882,16328,4.1
83882,17403,4.1
83882,1310,4.1
83882,30787,4.1
83882,16337,4.1
83882,17540,4.1
83882,21483,4.1
83882,11994,4.1
83882,18768,4.1
83882,21284,4.1
83882,25901,4.1
83882,7618,4.1
83882,32644,4.1
83882,9985,4.1
83882,15493,4.1
83882,20691,4.1
83882,1610,4.1
83882,16502,4.1
83882,5225,4.1
83882,10572,4.1
83882,32517,4.1
83882,2706,4.1
83882,20467,4.1
83882,761,4.1
83882,32402,4.1
83882,10946,4.1
83882,18825,4.1
83882,10295,4.1
83882,25418,4.1
83882,31882,4.1
83882,10392,4.0
